 	Label	Area
1	CT11_CT002.tif	2.014E-5
2	CT11_CT002.tif	0.000
3	CT11_CT002.tif	1.597E-5
4	CT11_CT002.tif	1.597E-5
5	CT11_CT002.tif	2.569E-5
6	CT11_CT002.tif	0.000
7	CT11_CT002.tif	0.000
8	CT11_CT002.tif	2.917E-5
9	CT11_CT002.tif	2.431E-5
10	CT11_CT002.tif	2.500E-5
11	CT11_CT002.tif	2.083E-5
12	CT11_CT002.tif	0.000
13	CT11_CT002.tif	3.056E-5
14	CT11_CT002.tif	0.000
15	CT11_CT002.tif	0.000
16	CT11_CT002.tif	1.944E-5
17	CT11_CT002.tif	1.806E-5
18	CT11_CT002.tif	2.153E-5
19	CT11_CT002.tif	2.222E-5
20	CT11_CT002.tif	2.153E-5
21	CT11_CT002.tif	0.000
22	CT11_CT002.tif	2.014E-5
23	CT11_CT002.tif	0.000
24	CT11_CT002.tif	0.000
25	CT11_CT002.tif	1.944E-5
26	CT11_CT002.tif	1.528E-5
27	CT11_CT002.tif	1.319E-5
28	CT11_CT002.tif	1.458E-5
29	CT11_CT002.tif	0.000
30	CT11_CT002.tif	1.944E-5
31	CT11_CT002.tif	1.736E-5
32	CT11_CT002.tif	0.000
33	CT11_CT002.tif	0.000
34	CT11_CT002.tif	1.458E-5
35	CT11_CT002.tif	9.028E-6
36	CT11_CT002.tif	1.181E-5
37	CT11_CT002.tif	1.319E-5
38	CT11_CT002.tif	2.847E-5
39	CT11_CT002.tif	0.000
40	CT11_CT002.tif	1.736E-5
41	CT11_CT002.tif	1.458E-5
42	CT11_CT002.tif	0.000
43	CT11_CT002.tif	0.000
44	CT11_CT002.tif	0.000
45	CT11_CT002.tif	1.111E-5
46	CT11_CT002.tif	1.597E-5
47	CT11_CT002.tif	1.250E-5
48	CT11_CT002.tif	1.458E-5
49	CT11_CT002.tif	1.458E-5
50	CT11_CT002.tif	2.847E-5
51	CT11_CT002.tif	2.153E-5
52	CT11_CT002.tif	0.000
53	CT11_CT002.tif	0.000
54	CT11_CT002.tif	2.222E-5
55	CT11_CT002.tif	0.000
56	CT11_CT002.tif	1.806E-5
57	CT11_CT002.tif	1.736E-5
58	CT11_CT002.tif	1.667E-5
59	CT11_CT002.tif	1.944E-5
60	CT11_CT002.tif	1.458E-5
61	CT11_CT002.tif	0.000
62	CT11_CT002.tif	0.000
63	CT11_CT002.tif	1.667E-5
64	CT11_CT002.tif	1.597E-5
65	CT11_CT002.tif	1.597E-5
66	CT11_CT002.tif	1.181E-5
67	CT11_CT002.tif	0.000
68	CT11_CT002.tif	2.431E-5
69	CT11_CT002.tif	1.458E-5
70	CT11_CT002.tif	2.569E-5
71	CT11_CT002.tif	0.000
72	CT11_CT002.tif	0.000
73	CT11_CT002.tif	0.000
74	CT11_CT002.tif	1.250E-5
75	CT11_CT002.tif	2.222E-5
76	CT11_CT002.tif	1.528E-5
77	CT11_CT002.tif	1.597E-5
78	CT11_CT002.tif	2.222E-5
79	CT11_CT002.tif	0.000
80	CT11_CT002.tif	0.000
81	CT11_CT002.tif	1.597E-5
82	CT11_CT002.tif	1.597E-5
