 	Label	Area
83	CT11_CT002.tif	1.389E-5
84	CT11_CT002.tif	1.528E-5
85	CT11_CT002.tif	0.000
86	CT11_CT002.tif	1.597E-5
87	CT11_CT002.tif	1.944E-5
88	CT11_CT002.tif	1.667E-5
89	CT11_CT002.tif	1.806E-5
90	CT11_CT002.tif	0.000
91	CT11_CT002.tif	0.000
92	CT11_CT002.tif	1.528E-5
93	CT11_CT002.tif	0.000
94	CT11_CT002.tif	2.014E-5
95	CT11_CT002.tif	0.000
96	CT11_CT002.tif	0.000
97	CT11_CT002.tif	2.153E-5
98	CT11_CT002.tif	1.806E-5
99	CT11_CT002.tif	0.000
100	CT11_CT002.tif	2.153E-5
101	CT11_CT002.tif	1.736E-5
102	CT11_CT002.tif	2.639E-5
330	CT11_CT002.tif	0.000
331	CT11_CT002.tif	0.000
103	CT11_CT002.tif	1.944E-5
104	CT11_CT002.tif	2.222E-5
105	CT11_CT002.tif	0.000
106	CT11_CT002.tif	2.153E-5
107	CT11_CT002.tif	1.250E-5
108	CT11_CT002.tif	1.319E-5
109	CT11_CT002.tif	0.000
110	CT11_CT002.tif	0.000
111	CT11_CT002.tif	3.125E-5
112	CT11_CT002.tif	0.000
113	CT11_CT002.tif	1.597E-5
114	CT11_CT002.tif	1.250E-5
115	CT11_CT002.tif	0.000
116	CT11_CT002.tif	0.000
117	CT11_CT002.tif	1.528E-5
118	CT11_CT002.tif	9.028E-6
119	CT11_CT002.tif	9.722E-6
120	CT11_CT002.tif	0.000
121	CT11_CT002.tif	2.083E-5
122	CT11_CT002.tif	1.458E-5
123	CT11_CT002.tif	0.000
124	CT11_CT002.tif	0.000
125	CT11_CT002.tif	0.000
126	CT11_CT002.tif	1.042E-5
127	CT11_CT002.tif	2.153E-5
128	CT11_CT002.tif	2.292E-5
129	CT11_CT002.tif	1.875E-5
130	CT11_CT002.tif	1.042E-5
131	CT11_CT002.tif	1.597E-5
132	CT11_CT002.tif	0.000
133	CT11_CT002.tif	0.000
134	CT11_CT002.tif	0.000
135	CT11_CT002.tif	1.319E-5
136	CT11_CT002.tif	1.458E-5
137	CT11_CT002.tif	0.000
138	CT11_CT002.tif	0.000
139	CT11_CT002.tif	1.250E-5
140	CT11_CT002.tif	2.222E-5
141	CT11_CT002.tif	1.667E-5
142	CT11_CT002.tif	9.028E-6
143	CT11_CT002.tif	1.458E-5
144	CT11_CT002.tif	1.111E-5
145	CT11_CT002.tif	0.000
146	CT11_CT002.tif	1.944E-5
147	CT11_CT002.tif	0.000
148	CT11_CT002.tif	0.000
149	CT11_CT002.tif	0.000
150	CT11_CT002.tif	6.944E-6
151	CT11_CT002.tif	1.181E-5
152	CT11_CT002.tif	0.000
153	CT11_CT002.tif	0.000
154	CT11_CT002.tif	2.222E-5
155	CT11_CT002.tif	1.111E-5
156	CT11_CT002.tif	1.736E-5
157	CT11_CT002.tif	1.597E-5
158	CT11_CT002.tif	0.000
159	CT11_CT002.tif	1.736E-5
160	CT11_CT002.tif	1.528E-5
161	CT11_CT002.tif	0.000
162	CT11_CT002.tif	0.000
163	CT11_CT002.tif	2.014E-5
164	CT11_CT002.tif	2.153E-5
165	CT11_CT002.tif	0.000
166	CT11_CT002.tif	2.708E-5
167	CT11_CT002.tif	1.944E-5
168	CT11_CT002.tif	8.333E-6
169	CT11_CT002.tif	9.722E-6
170	CT11_CT002.tif	0.000
171	CT11_CT002.tif	0.000
172	CT11_CT002.tif	0.000
173	CT11_CT002.tif	2.083E-5
174	CT11_CT002.tif	1.181E-5
175	CT11_CT002.tif	0.000
176	CT11_CT002.tif	0.000
177	CT11_CT002.tif	1.944E-5
178	CT11_CT002.tif	1.944E-5
179	CT11_CT002.tif	0.000
180	CT11_CT002.tif	1.875E-5
181	CT11_CT002.tif	1.458E-5
182	CT11_CT002.tif	0.000
183	CT11_CT002.tif	0.000
184	CT11_CT002.tif	0.000
185	CT11_CT002.tif	1.528E-5
186	CT11_CT002.tif	1.458E-5
187	CT11_CT002.tif	1.944E-5
188	CT11_CT002.tif	1.944E-5
189	CT11_CT002.tif	0.000
190	CT11_CT002.tif	0.000
191	CT11_CT002.tif	1.458E-5
192	CT11_CT002.tif	1.944E-5
193	CT11_CT002.tif	0.000
194	CT11_CT002.tif	1.458E-5
195	CT11_CT002.tif	2.431E-5
196	CT11_CT002.tif	1.111E-5
197	CT11_CT002.tif	0.000
198	CT11_CT002.tif	0.000
199	CT11_CT002.tif	0.000
200	CT11_CT002.tif	1.042E-5
201	CT11_CT002.tif	1.111E-5
202	CT11_CT002.tif	0.000
203	CT11_CT002.tif	0.000
204	CT11_CT002.tif	1.319E-5
205	CT11_CT002.tif	0.000
206	CT11_CT002.tif	2.222E-5
207	CT11_CT002.tif	1.736E-5
208	CT11_CT002.tif	1.111E-5
209	CT11_CT002.tif	1.667E-5
210	CT11_CT002.tif	1.875E-5
211	CT11_CT002.tif	0.000
212	CT11_CT002.tif	0.000
213	CT11_CT002.tif	2.083E-5
214	CT11_CT002.tif	0.000
215	CT11_CT002.tif	2.778E-5
216	CT11_CT002.tif	1.806E-5
217	CT11_CT002.tif	2.014E-5
218	CT11_CT002.tif	0.000
219	CT11_CT002.tif	0.000
220	CT11_CT002.tif	0.000
221	CT11_CT002.tif	1.806E-5
222	CT11_CT002.tif	0.000
223	CT11_CT002.tif	0.000
224	CT11_CT002.tif	0.000
225	CT11_CT002.tif	9.722E-6
226	CT11_CT002.tif	2.222E-5
227	CT11_CT002.tif	0.000
228	CT11_CT002.tif	0.000
229	CT11_CT002.tif	1.181E-5
230	CT11_CT002.tif	2.847E-5
231	CT11_CT002.tif	1.528E-5
232	CT11_CT002.tif	1.181E-5
233	CT11_CT002.tif	0.000
234	CT11_CT002.tif	1.806E-5
235	CT11_CT002.tif	1.806E-5
236	CT11_CT002.tif	0.000
237	CT11_CT002.tif	0.000
238	CT11_CT002.tif	1.389E-5
239	CT11_CT002.tif	0.000
240	CT11_CT002.tif	1.944E-5
241	CT11_CT002.tif	1.111E-5
242	CT11_CT002.tif	1.597E-5
243	CT11_CT002.tif	0.000
244	CT11_CT002.tif	0.000
245	CT11_CT002.tif	0.000
246	CT11_CT002.tif	0.000
247	CT11_CT002.tif	0.000
248	CT11_CT002.tif	1.597E-5
249	CT11_CT002.tif	1.736E-5
250	CT11_CT002.tif	2.778E-5
251	CT11_CT002.tif	0.000
252	CT11_CT002.tif	1.181E-5
253	CT11_CT002.tif	0.000
254	CT11_CT002.tif	0.000
255	CT11_CT002.tif	1.458E-5
256	CT11_CT002.tif	0.000
257	CT11_CT002.tif	8.333E-6
258	CT11_CT002.tif	1.250E-5
259	CT11_CT002.tif	2.292E-5
260	CT11_CT002.tif	0.000
261	CT11_CT002.tif	0.000
262	CT11_CT002.tif	2.361E-5
263	CT11_CT002.tif	0.000
264	CT11_CT002.tif	1.319E-5
265	CT11_CT002.tif	9.722E-6
266	CT11_CT002.tif	0.000
267	CT11_CT002.tif	0.000
268	CT11_CT002.tif	0.000
269	CT11_CT002.tif	1.667E-5
270	CT11_CT002.tif	0.000
271	CT11_CT002.tif	0.000
272	CT11_CT002.tif	1.389E-5
273	CT11_CT002.tif	1.597E-5
274	CT11_CT002.tif	0.000
275	CT11_CT002.tif	1.181E-5
276	CT11_CT002.tif	1.806E-5
277	CT11_CT002.tif	4.861E-6
278	CT11_CT002.tif	0.000
279	CT11_CT002.tif	0.000
280	CT11_CT002.tif	1.389E-5
281	CT11_CT002.tif	0.000
282	CT11_CT002.tif	1.111E-5
283	CT11_CT002.tif	7.639E-6
284	CT11_CT002.tif	0.000
285	CT11_CT002.tif	0.000
286	CT11_CT002.tif	1.250E-5
287	CT11_CT002.tif	0.000
288	CT11_CT002.tif	1.667E-5
289	CT11_CT002.tif	0.000
290	CT11_CT002.tif	0.000
291	CT11_CT002.tif	1.181E-5
292	CT11_CT002.tif	0.000
293	CT11_CT002.tif	1.181E-5
294	CT11_CT002.tif	1.458E-5
295	CT11_CT002.tif	0.000
296	CT11_CT002.tif	0.000
297	CT11_CT002.tif	0.000
298	CT11_CT002.tif	0.000
299	CT11_CT002.tif	0.000
300	CT11_CT002.tif	1.389E-5
301	CT11_CT002.tif	1.667E-5
302	CT11_CT002.tif	1.806E-5
303	CT11_CT002.tif	0.000
304	CT11_CT002.tif	2.222E-5
305	CT11_CT002.tif	1.597E-5
306	CT11_CT002.tif	0.000
307	CT11_CT002.tif	0.000
308	CT11_CT002.tif	1.736E-5
309	CT11_CT002.tif	0.000
310	CT11_CT002.tif	0.000
311	CT11_CT002.tif	0.000
312	CT11_CT002.tif	0.000
313	CT11_CT002.tif	6.944E-6
314	CT11_CT002.tif	0.000
315	CT11_CT002.tif	0.000
316	CT11_CT002.tif	1.597E-5
317	CT11_CT002.tif	0.000
318	CT11_CT002.tif	1.042E-5
319	CT11_CT002.tif	2.222E-5
320	CT11_CT002.tif	1.458E-5
321	CT11_CT002.tif	9.028E-6
322	CT11_CT002.tif	0.000
323	CT11_CT002.tif	0.000
324	CT11_CT002.tif	1.736E-5
325	CT11_CT002.tif	0.000
326	CT11_CT002.tif	1.875E-5
327	CT11_CT002.tif	1.250E-5
328	CT11_CT002.tif	0.000
329	CT11_CT002.tif	0.000
